,County,Year,Month,Fully Vaccinated Rate,One Dose Rate,Up To Date Rate
102,Alpine,2021,9,0.42590000000000006,0.46149999999999997,0.0
103,Alpine,2021,10,0.4291,0.4664,0.0
104,Alpine,2021,11,0.4372,0.47850000000000004,0.0
105,Alpine,2021,12,0.4421,0.4907,0.0
106,Alpine,2022,1,0.4681,0.521,0.0
107,Alpine,2022,2,0.4697,0.5235,0.0
108,Alpine,2022,3,0.4714,0.5261,0.0
109,Alpine,2022,4,0.4731,0.5277000000000001,0.0
110,Alpine,2022,5,0.47479999999999994,0.5286,0.0
111,Alpine,2022,6,0.47729999999999995,0.5294,0.0
112,Alpine,2022,7,0.4807,0.5318999999999999,0.0
113,Alpine,2022,8,0.4807,0.5345,0.0
114,Alpine,2022,9,0.4824,0.5345,0.0092
115,Alpine,2022,10,0.4832,0.537,0.0655
116,Alpine,2022,11,0.4832,0.5387,0.0891
117,Alpine,2022,12,0.4832,0.5387,0.095
118,Alpine,2023,1,0.474,0.5293,0.094
119,Alpine,2023,2,0.474,0.5309,0.10220000000000001
120,Alpine,2023,3,0.474,0.5317000000000001,0.1039
121,Alpine,2023,4,0.474,0.5317000000000001,0.1063
122,Alpine,2023,5,0.474,0.5326,0.1426
123,Alpine,2023,6,0.474,0.5326,0.1434
124,Alpine,2023,7,0.474,0.5326,0.1434
125,Alpine,2023,8,0.474,0.5326,0.1434
126,Alpine,2023,9,0.474,0.5326,0.1451
127,Alpine,2023,10,0.474,0.5342,0.1467
128,Alpine,2020,12,0.0,0.015,0.0
129,Alpine,2021,1,0.0073,0.1547,0.0
130,Alpine,2021,2,0.14980000000000002,0.20809999999999998,0.0
131,Alpine,2021,3,0.19760000000000003,0.3636,0.0
132,Alpine,2021,4,0.37,0.4324,0.0
133,Alpine,2021,5,0.4057,0.44530000000000003,0.0
134,Alpine,2021,6,0.41859999999999997,0.44780000000000003,0.0
135,Alpine,2021,7,0.4202,0.451,0.0
136,Alpine,2021,8,0.4219,0.4567,0.0
137,Alpine,2021,9,0.42590000000000006,0.4632,0.0
138,Alpine,2021,10,0.4291,0.4664,0.0
139,Alpine,2021,11,0.4372,0.47850000000000004,0.0
140,Alpine,2021,12,0.4429,0.49229999999999996,0.0
141,Alpine,2022,1,0.4689,0.5227,0.0
142,Alpine,2022,2,0.4714,0.5235,0.0
143,Alpine,2022,3,0.4714,0.5261,0.0
144,Alpine,2022,4,0.4731,0.5277000000000001,0.0
145,Alpine,2022,5,0.47479999999999994,0.5286,0.0
146,Alpine,2022,6,0.4782,0.5294,0.0
147,Alpine,2022,7,0.4807,0.5318999999999999,0.0
148,Alpine,2022,8,0.4807,0.5345,0.0
149,Alpine,2022,9,0.4824,0.5345,0.0109
150,Alpine,2022,10,0.4832,0.537,0.0672
151,Alpine,2022,11,0.4832,0.5387,0.0891
152,Alpine,2022,12,0.4832,0.5387,0.095
153,Alpine,2023,1,0.474,0.5293,0.0965
154,Alpine,2023,2,0.474,0.5309,0.10220000000000001
155,Alpine,2023,3,0.474,0.5317000000000001,0.1039
156,Alpine,2023,4,0.474,0.5317000000000001,0.1063
157,Alpine,2023,5,0.474,0.5326,0.1426
158,Alpine,2023,6,0.474,0.5326,0.1434
159,Alpine,2023,9,0.474,0.5326,0.1451
160,Alpine,2023,10,0.474,0.5342,0.1476
161,Amador,2020,1,0.0,0.0,0.0
162,Amador,2020,7,0.0,0.0,0.0
163,Amador,2020,8,0.0,0.0,0.0
164,Amador,2020,9,0.0,0.0,0.0
165,Amador,2020,10,0.0,0.0,0.0
166,Amador,2020,11,0.0,0.0,0.0
167,Amador,2020,12,0.0,0.0001,0.0
168,Amador,2021,11,0.5086999999999999,0.5505,0.0
169,Amador,2022,8,0.5296,0.5692,0.0001
170,Amador,2022,9,0.5299,0.5695,0.0002
171,Amador,2022,11,0.5307999999999999,0.5743,0.0873
172,Amador,2022,12,0.531,0.5754,0.1109
173,Amador,2023,1,0.5342,0.579,0.11699999999999999
174,Amador,2023,2,0.5343,0.5792,0.1199
175,Amador,2023,3,0.5344,0.5794,0.121
176,Amador,2023,4,0.5344,0.5797,0.1234
177,Amador,2023,5,0.5344,0.58,0.1311
178,Amador,2023,6,0.5344,0.5802,0.13470000000000001
179,Amador,2023,7,0.5344,0.5803,0.1389
180,Amador,2023,8,0.5344,0.5805,0.1427
181,Amador,2023,9,0.5344,0.5805,0.1435
182,Amador,2020,8,0.0,0.0,0.0
183,Amador,2020,9,0.0,0.0,0.0
184,Amador,2020,11,0.0,0.0,0.0
185,Amador,2020,12,0.0,0.0155,0.0
186,Amador,2021,1,0.018500000000000003,0.0849,0.0
187,Amador,2021,2,0.0868,0.20149999999999998,0.0
188,Amador,2021,3,0.21899999999999997,0.3367,0.0
189,Amador,2021,4,0.3431,0.41450000000000004,0.0
190,Amador,2021,5,0.40259999999999996,0.44920000000000004,0.0
191,Amador,2021,6,0.43079999999999996,0.4672,0.0
192,Amador,2021,7,0.445,0.4839,0.0
193,Amador,2021,8,0.46340000000000003,0.5128,0.0
194,Amador,2021,9,0.48729999999999996,0.529,0.0
195,Amador,2021,10,0.5014,0.5396,0.0
196,Amador,2021,11,0.5103,0.5517,0.0
197,Amador,2021,12,0.5189,0.5602,0.0
198,Amador,2022,1,0.5156000000000001,0.5572,0.0
199,Amador,2022,2,0.5195000000000001,0.5605,0.0001
200,Amador,2022,3,0.5222,0.5626,0.0001
201,Amador,2022,4,0.5243,0.5644,0.0001
202,Amador,2022,5,0.5262,0.5656,0.0001
203,Amador,2022,6,0.5276,0.5670000000000001,0.0001
204,Amador,2022,7,0.5286,0.5684,0.0001
205,Amador,2022,8,0.5297999999999999,0.5694,0.0001
206,Amador,2022,9,0.5303,0.5710999999999999,0.019799999999999998
207,Amador,2022,10,0.5306000000000001,0.573,0.0626
208,Amador,2022,11,0.5307999999999999,0.5744,0.0909
209,Amador,2022,12,0.531,0.5754,0.1109
210,Amador,2023,1,0.5342,0.579,0.11710000000000001
211,Amador,2023,2,0.5343,0.5793,0.1201
212,Amador,2023,3,0.5344,0.5795,0.1226
213,Amador,2023,4,0.5344,0.5798,0.1255
214,Amador,2023,5,0.5344,0.58,0.1315
215,Amador,2023,6,0.5344,0.5802,0.1361
216,Amador,2023,7,0.5344,0.5803,0.139
217,Amador,2023,8,0.5344,0.5805,0.1427
218,Amador,2023,9,0.5344,0.5806,0.1495
219,Amador,2023,10,0.5344,0.5808,0.1638
220,Butte,2020,1,0.0,0.0,0.0
221,Butte,2020,7,0.0,0.0,0.0
222,Butte,2020,8,0.0,0.0,0.0
223,Butte,2020,9,0.0,0.0001,0.0
224,Butte,2020,10,0.0,0.0001,0.0
225,Butte,2020,11,0.0,0.0001,0.0
226,Butte,2022,12,0.5738,0.627,0.09119999999999999
227,Butte,2023,1,0.5694,0.6227,0.0998
228,Butte,2023,7,0.5702,0.6244,0.11699999999999999
229,Butte,2023,9,0.5702,0.6247,0.1204
230,Butte,2020,8,0.0,0.0,0.0
231,Butte,2020,9,0.0,0.0001,0.0
232,Butte,2020,10,0.0,0.0001,0.0
233,Butte,2020,11,0.0,0.0001,0.0
234,Butte,2020,12,0.0,0.018000000000000002,0.0
235,Butte,2021,1,0.024300000000000002,0.10529999999999999,0.0
236,Butte,2021,2,0.10279999999999999,0.1887,0.0
237,Butte,2021,3,0.2018,0.3171,0.0
238,Butte,2021,4,0.3275,0.4019,0.0
239,Butte,2021,5,0.38380000000000003,0.4432,0.0
240,Butte,2021,6,0.4216,0.4677,0.0
241,Butte,2021,7,0.442,0.49,0.0
242,Butte,2021,8,0.4671,0.5247999999999999,0.0
243,Butte,2021,9,0.4962,0.5485,0.0
244,Butte,2021,10,0.5147999999999999,0.5616,0.0
245,Butte,2021,11,0.5276,0.5779,0.0
246,Butte,2021,12,0.5429999999999999,0.5919,0.0
247,Butte,2022,1,0.551,0.6003000000000001,0.0
248,Butte,2022,2,0.5579999999999999,0.6054999999999999,0.0
249,Butte,2022,3,0.5621,0.6089,0.0
250,Butte,2022,4,0.5644,0.6109,0.0
251,Butte,2022,5,0.5663,0.6126,0.0
252,Butte,2022,6,0.5678,0.6148,0.0
253,Butte,2022,7,0.5692,0.6172,0.0001
254,Butte,2022,8,0.5709000000000001,0.6194,0.0001
255,Butte,2022,9,0.5719,0.6213000000000001,0.0176
256,Butte,2022,10,0.5727,0.6239,0.052199999999999996
257,Butte,2022,11,0.5734,0.6259,0.077
258,Butte,2022,12,0.5739,0.6272,0.0931
259,Butte,2023,1,0.5694,0.6228,0.1002
260,Butte,2023,2,0.5697,0.6233,0.10339999999999999
261,Butte,2023,3,0.57,0.6236,0.106
262,Butte,2023,4,0.5700999999999999,0.6238,0.10830000000000001
263,Butte,2023,5,0.5702,0.6241,0.1134
264,Butte,2023,6,0.5702,0.6243,0.1162
265,Butte,2023,7,0.5702,0.6245,0.11779999999999999
266,Butte,2023,8,0.5702,0.6247,0.1202
267,Butte,2023,9,0.5702,0.625,0.129
268,Butte,2023,10,0.5702,0.6255,0.14400000000000002
269,Calaveras,2020,1,0.0,0.0,0.0
270,Calaveras,2020,7,0.0,0.0,0.0
271,Calaveras,2020,8,0.0,0.0,0.0
272,Calaveras,2020,9,0.0,0.0,0.0
273,Calaveras,2020,10,0.0,0.0,0.0
274,Calaveras,2020,11,0.0,0.0001,0.0
275,Calaveras,2022,12,0.5246,0.5661999999999999,0.1099
276,Calaveras,2023,1,0.5405,0.5835,0.1206
277,Calaveras,2023,3,0.5406,0.5839,0.12619999999999998
278,Calaveras,2023,4,0.5407,0.5841,0.1276
279,Calaveras,2023,5,0.5408,0.5844,0.13449999999999998
280,Calaveras,2023,6,0.5408,0.5844,0.136
281,Calaveras,2023,7,0.5408,0.5846,0.1394
282,Calaveras,2023,8,0.5408,0.5846,0.14150000000000001
283,Calaveras,2023,9,0.5408,0.5847,0.1429
284,Calaveras,2020,10,0.0,0.0,0.0
285,Calaveras,2020,11,0.0,0.0001,0.0
286,Calaveras,2020,12,0.0001,0.0139,0.0
287,Calaveras,2021,1,0.013999999999999999,0.0786,0.0
288,Calaveras,2021,2,0.07429999999999999,0.1882,0.0
289,Calaveras,2021,3,0.2065,0.2975,0.0
290,Calaveras,2021,4,0.3214,0.3826,0.0
291,Calaveras,2021,5,0.3782,0.4211,0.0
292,Calaveras,2021,6,0.4103,0.44020000000000004,0.0
293,Calaveras,2021,7,0.42469999999999997,0.4593,0.0
294,Calaveras,2021,8,0.4457,0.48810000000000003,0.0
295,Calaveras,2021,9,0.4727,0.5088,0.0
296,Calaveras,2021,10,0.48710000000000003,0.5213,0.0
297,Calaveras,2021,11,0.4962,0.5341,0.0
298,Calaveras,2021,12,0.5044,0.5436,0.0001
299,Calaveras,2022,1,0.5064,0.5489,0.0001
300,Calaveras,2022,2,0.512,0.5526,0.0001
301,Calaveras,2022,3,0.5152,0.5545,0.0001
302,Calaveras,2022,4,0.5177,0.5565,0.0001
303,Calaveras,2022,5,0.52,0.5581,0.0001
304,Calaveras,2022,6,0.5212,0.5596,0.0001
305,Calaveras,2022,7,0.5224,0.561,0.0001
306,Calaveras,2022,8,0.5233,0.5623,0.0002
307,Calaveras,2022,9,0.524,0.5632,0.023700000000000002
308,Calaveras,2022,10,0.5242,0.5647,0.0678
309,Calaveras,2022,11,0.5244,0.5656,0.0929
310,Calaveras,2022,12,0.5246,0.5663,0.1118
311,Calaveras,2023,1,0.5405,0.5836,0.12210000000000001
312,Calaveras,2023,2,0.5406,0.5837,0.1252
313,Calaveras,2023,3,0.5406,0.584,0.127
314,Calaveras,2023,4,0.5407,0.5841,0.1293
315,Calaveras,2023,5,0.5408,0.5844,0.1348
316,Calaveras,2023,6,0.5408,0.5845,0.1378
317,Calaveras,2023,7,0.5408,0.5846,0.13970000000000002
318,Calaveras,2023,8,0.5408,0.5847,0.1418
319,Calaveras,2023,9,0.5408,0.5848,0.1466
320,Calaveras,2023,10,0.5408,0.585,0.1568
321,Colusa,2020,1,0.0,0.0,0.0
322,Colusa,2020,7,0.0,0.0,0.0
323,Colusa,2020,8,0.0,0.0,0.0
324,Colusa,2020,9,0.0,0.0,0.0
325,Colusa,2020,10,0.0,0.0,0.0
326,Colusa,2020,11,0.0,0.0,0.0
327,Colusa,2020,12,0.0,0.0011,0.0
328,Colusa,2021,1,0.0024,0.030299999999999997,0.0
329,Colusa,2021,12,0.5544,0.6136,0.0
330,Colusa,2022,6,0.6006,0.6531,0.0
331,Colusa,2022,7,0.6018,0.6548999999999999,0.0
332,Colusa,2022,8,0.6032,0.6567000000000001,0.0
333,Colusa,2022,9,0.6034,0.6570999999999999,0.0001
334,Colusa,2022,11,0.6051,0.6611,0.0425
335,Colusa,2022,12,0.6054999999999999,0.6618999999999999,0.0562
336,Colusa,2023,1,0.6042000000000001,0.6609,0.0611
337,Colusa,2023,2,0.6043999999999999,0.6614,0.0638
338,Colusa,2023,3,0.6047,0.6620999999999999,0.0653
339,Colusa,2023,4,0.6047,0.6623,0.0663
340,Colusa,2023,5,0.6047,0.6624,0.0676
341,Colusa,2023,6,0.6047,0.6626000000000001,0.0688
342,Colusa,2023,7,0.6047,0.6626000000000001,0.0697
343,Colusa,2023,8,0.6047,0.6629,0.0713
344,Colusa,2023,9,0.6047,0.6629999999999999,0.0722
345,Colusa,2023,10,0.6047,0.6634,0.084
346,Colusa,2020,12,0.0,0.0059,0.0
347,Colusa,2021,1,0.0058,0.044500000000000005,0.0
348,Colusa,2021,2,0.0458,0.1404,0.0
349,Colusa,2021,3,0.1663,0.2713,0.0
350,Colusa,2021,4,0.2866,0.386,0.0
351,Colusa,2021,5,0.3691,0.4389,0.0
352,Colusa,2021,6,0.4142,0.46520000000000006,0.0
353,Colusa,2021,7,0.4372,0.4932,0.0
354,Colusa,2021,8,0.46740000000000004,0.5382,0.0
355,Colusa,2021,9,0.506,0.563,0.0
356,Colusa,2021,10,0.5254,0.5770000000000001,0.0
357,Colusa,2021,11,0.5396,0.5964,0.0
358,Colusa,2021,12,0.5583,0.6167,0.0
359,Colusa,2022,1,0.5752,0.632,0.0
360,Colusa,2022,2,0.5869,0.6425,0.0
361,Colusa,2022,3,0.5934,0.6463,0.0
362,Colusa,2022,4,0.5963,0.6496,0.0
363,Colusa,2022,5,0.5991,0.6517000000000001,0.0
364,Colusa,2022,6,0.6009,0.6534,0.0
365,Colusa,2022,7,0.602,0.6551,0.0
366,Colusa,2022,8,0.6034,0.6568999999999999,0.0
367,Colusa,2022,9,0.6039,0.6583,0.009399999999999999
368,Colusa,2022,10,0.6047,0.66,0.0287
369,Colusa,2022,11,0.6052000000000001,0.6611,0.0451
370,Colusa,2022,12,0.6054999999999999,0.6618999999999999,0.0562
371,Colusa,2023,1,0.6042000000000001,0.6609999999999999,0.0613
372,Colusa,2023,2,0.6043999999999999,0.6615000000000001,0.0641
373,Colusa,2023,3,0.6047,0.6620999999999999,0.0653
374,Colusa,2023,4,0.6047,0.6623,0.0663
375,Colusa,2023,5,0.6047,0.6624,0.0677
376,Colusa,2023,6,0.6047,0.6626000000000001,0.0688
377,Colusa,2023,7,0.6047,0.6626000000000001,0.0698
378,Colusa,2023,8,0.6047,0.6629,0.07139999999999999
379,Colusa,2023,9,0.6047,0.6631,0.0761
380,Colusa,2023,10,0.6047,0.6634,0.084
381,Contra Costa,2020,1,0.0,0.0,0.0
382,Contra Costa,2020,7,0.0,0.0,0.0
383,Contra Costa,2020,8,0.0,0.0,0.0
384,Contra Costa,2020,9,0.0,0.0,0.0
385,Contra Costa,2020,10,0.0,0.0001,0.0
386,Contra Costa,2020,11,0.0,0.0001,0.0
387,Contra Costa,2022,12,0.8432999999999999,0.8983,0.1827
388,Contra Costa,2020,8,0.0,0.0,0.0
389,Contra Costa,2020,9,0.0,0.0,0.0
390,Contra Costa,2020,10,0.0,0.0001,0.0
391,Contra Costa,2020,11,0.0,0.0001,0.0
392,Contra Costa,2020,12,0.0001,0.0174,0.0
393,Contra Costa,2021,1,0.022000000000000002,0.0998,0.0
394,Contra Costa,2021,2,0.1041,0.21100000000000002,0.0
395,Contra Costa,2021,3,0.2493,0.3971,0.0
396,Contra Costa,2021,4,0.44530000000000003,0.5760000000000001,0.0
397,Contra Costa,2021,5,0.5711999999999999,0.6426999999999999,0.0
398,Contra Costa,2021,6,0.6327,0.6729999999999999,0.0
399,Contra Costa,2021,7,0.6567000000000001,0.6976,0.0
400,Contra Costa,2021,8,0.6842,0.7299,0.0
401,Contra Costa,2021,9,0.7106,0.7523000000000001,0.0
402,Contra Costa,2021,10,0.7315999999999999,0.7685,0.0
403,Contra Costa,2021,11,0.7476,0.8065000000000001,0.0
404,Contra Costa,2021,12,0.7825,0.8306999999999999,0.0001
405,Contra Costa,2022,1,0.8056,0.8534,0.0001
406,Contra Costa,2022,2,0.8168000000000001,0.8612000000000001,0.0001
407,Contra Costa,2022,3,0.8220000000000001,0.8649,0.0001
408,Contra Costa,2022,4,0.8248000000000001,0.8676,0.0001
409,Contra Costa,2022,5,0.8271999999999999,0.8703,0.0001
410,Contra Costa,2022,6,0.8292,0.8761,0.0001
411,Contra Costa,2022,7,0.8326,0.8829,0.0001
412,Contra Costa,2022,8,0.836,0.8868,0.0002
413,Contra Costa,2022,9,0.8390000000000001,0.8898,0.0333
414,Contra Costa,2022,10,0.8411,0.8933,0.0964
415,Contra Costa,2022,11,0.8425,0.8963,0.1512
416,Contra Costa,2022,12,0.8434999999999999,0.8987,0.1886
417,Contra Costa,2023,1,0.8134,0.8674,0.198
418,Contra Costa,2023,2,0.8140000000000001,0.8682,0.2051
419,Contra Costa,2023,3,0.8146,0.8690000000000001,0.2113
420,Contra Costa,2023,4,0.8149,0.8695999999999999,0.2175
421,Contra Costa,2023,5,0.815,0.8703,0.23170000000000002
422,Contra Costa,2023,6,0.8151,0.8709,0.2407
423,Contra Costa,2023,7,0.8151999999999999,0.8713,0.24670000000000003
424,Contra Costa,2023,8,0.8153,0.8719,0.25379999999999997
425,Contra Costa,2023,9,0.8153,0.8723000000000001,0.2669
426,Contra Costa,2023,10,0.8153,0.873,0.2969
427,Del Norte,2020,1,0.0,0.0,0.0
428,Del Norte,2020,7,0.0,0.0,0.0
429,Del Norte,2020,8,0.0,0.0001,0.0
430,Del Norte,2020,9,0.0001,0.0001,0.0
431,Del Norte,2020,10,0.0001,0.0001,0.0
432,Del Norte,2020,11,0.0001,0.0002,0.0
433,Del Norte,2020,12,0.0001,0.0053,0.0
434,Del Norte,2021,1,0.004,0.031,0.0
435,Del Norte,2021,11,0.44229999999999997,0.5002,0.0
436,Del Norte,2021,12,0.4581,0.5153,0.0
437,Del Norte,2022,2,0.48450000000000004,0.5440999999999999,0.0
438,Del Norte,2022,3,0.49060000000000004,0.5503,0.0
439,Del Norte,2022,4,0.4947,0.5543,0.0
440,Del Norte,2022,6,0.4996,0.5587,0.0
441,Del Norte,2022,7,0.5013000000000001,0.5618,0.0
442,Del Norte,2022,8,0.503,0.5637,0.0
443,Del Norte,2022,9,0.5038,0.5643,0.0028000000000000004
444,Del Norte,2022,10,0.5045000000000001,0.5661,0.030899999999999997
445,Del Norte,2022,12,0.5057,0.5699000000000001,0.0818
446,Del Norte,2023,1,0.4987,0.5623,0.0875
447,Del Norte,2023,2,0.4991,0.5625,0.0908
448,Del Norte,2023,3,0.49950000000000006,0.5632,0.09609999999999999
449,Del Norte,2023,4,0.4996,0.5636,0.0984
450,Del Norte,2023,5,0.4996,0.5638000000000001,0.1033
451,Del Norte,2023,6,0.4996,0.564,0.1063
452,Del Norte,2023,7,0.4996,0.5643,0.10890000000000001
453,Del Norte,2023,8,0.4996,0.5645,0.1107
454,Del Norte,2023,9,0.4996,0.5646,0.1112
455,Del Norte,2020,8,0.0,0.0001,0.0
456,Del Norte,2020,9,0.0001,0.0001,0.0
457,Del Norte,2020,10,0.0001,0.0001,0.0
458,Del Norte,2020,11,0.0001,0.0002,0.0
459,Del Norte,2020,12,0.0001,0.01,0.0
460,Del Norte,2021,1,0.0123,0.0567,0.0
461,Del Norte,2021,2,0.056799999999999996,0.1206,0.0
462,Del Norte,2021,3,0.14529999999999998,0.24050000000000002,0.0
463,Del Norte,2021,4,0.24760000000000001,0.3232,0.0
464,Del Norte,2021,5,0.3037,0.3575,0.0
465,Del Norte,2021,6,0.33759999999999996,0.3785,0.0
466,Del Norte,2021,7,0.353,0.39549999999999996,0.0
467,Del Norte,2021,8,0.3761,0.44799999999999995,0.0
468,Del Norte,2021,9,0.4139,0.4718,0.0
469,Del Norte,2021,10,0.4326,0.4852,0.0
470,Del Norte,2021,11,0.4445,0.5018,0.0
471,Del Norte,2021,12,0.46020000000000005,0.5181,0.0
472,Del Norte,2022,1,0.48009999999999997,0.5408,0.0
473,Del Norte,2022,2,0.4865,0.546,0.0
474,Del Norte,2022,3,0.4911,0.5512,0.0
475,Del Norte,2022,4,0.49579999999999996,0.5547,0.0
476,Del Norte,2022,5,0.4985,0.5578,0.0
477,Del Norte,2022,6,0.5002,0.5594,0.0
478,Del Norte,2022,7,0.5013000000000001,0.5619,0.0
479,Del Norte,2022,8,0.5033,0.5638000000000001,0.0
480,Del Norte,2022,9,0.5041,0.5652,0.0143
481,Del Norte,2022,10,0.5049,0.5668,0.047
482,Del Norte,2022,11,0.5052,0.5686,0.0682
483,Del Norte,2022,12,0.5057,0.5699000000000001,0.0818
484,Del Norte,2023,1,0.4988,0.5623,0.08800000000000001
485,Del Norte,2023,2,0.49920000000000003,0.5626,0.092
486,Del Norte,2023,3,0.49950000000000006,0.5632,0.0962
487,Del Norte,2023,4,0.4996,0.5636,0.0984
488,Del Norte,2023,5,0.4996,0.5638000000000001,0.1038
489,Del Norte,2023,6,0.4996,0.5640999999999999,0.1067
490,Del Norte,2023,7,0.4996,0.5643,0.109
491,Del Norte,2023,8,0.4996,0.5645,0.1107
